targets	response	precision	recall	f1
I'm a big fan of the LA Lakers.	[' sports yes ', ' basketball team yes ', ' LA Lakers yes ']	[' sports yes ', ' team yes ', ' LA Lakers yes ']	0.9340333678042095	0.9340333678042095	0.9340333678042095
Not really, to be honest. I don't know much about it.	[' hobby yes ', ' photography no ']	[' beer no ', ' craft beer unknown ']	0.37258503004999677	0.37258503004999677	0.3725850300499967
Mostly just hanging out at home or going for a walk.	[' hobby no ', ' activity no ', '  "staying at home"  "going for a walk"   no ']	[' hobby no ', ' walking no ']	0.6910786054901877	0.7685911509950596	0.7277768117916507
No, not yet. I've heard mixed reviews about it.	[' food yes ', ' Mexican food yes ', ' downtown Mexican place no ']	[' food yes ', ' restaurant yes ', ' Taco Bell no ']	0.7631015979791215	0.7224441221586443	0.7422164886567868
Definitely the food. Have you tried any Japanese cuisine before?	[' food yes ', ' Japanese cuisine yes ']	[' travel yes ', ' Japanese cuisine yes ']	0.7839737194115782	0.7698105343531273	0.7768275761538608
Same here. Hey, what do you think about politics?	[' politics yes ']	[' politics no ']	0.8070369007384736	0.8070369007384736	0.8070369007384736
Not much, just stayed in and binge-watched a TV show.	[' weekend yes ', ' TV shows yes ']	[' weekend no ']	0.49790727983680344	0.7279741873313367	0.5913518673919856
Oh, how about Chernobyl? It's not really a TV show, but it's a great one.	[' TV show yes ', ' show recommendation yes ', ' Chernobyl unknown ']	[' TV show yes ', ' documentaries yes ', ' Chernobyl yes ']	0.5673109717644381	0.7242359200087627	0.6362401337249045
Honestly, I'm not a huge fan of classical music.	[' music no ', ' genre no ', ' Classical music no ']	[' music no ', ' classical music no ']	0.8917917727763564	0.9999999928821405	0.9428011926231131
Mostly Italian.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' food yes ', ' food genre yes ', ' Italian food yes ']	0.8472446577021823	0.8904174164151017	0.8682947166996242
Actually, I haven't read that one. But I've seen the movie.	[' movies yes ', ' The Shining Movie yes ']	[' movie yes ', ' movie adaptation yes ']	0.8449340159449059	0.8178302098351614	0.8311612107638499
It's going alright, I guess. I've been struggling to come up with new ideas though.	[' work no ', ' struggling no ']	[' work yes ', ' ideas no ']	0.6091602242758742	0.6374187041498207	0.6229691709419695
No, I decided to skip it.	[' exercise no ']	[' movie no ', ' latest horror movie no ']	0.49147655702588333	0.4169274979792622	0.45114305711702934
I usually spend my weekends at home catching up on my reading.	[' weekends yes ']	[' weekend activities yes ', ' reading yes ']	0.6561401573181929	0.5800077586587	0.6157295208661837
Nothing much, just planning to catch up on some reading.	[' weekend plans yes ']	[' weekend yes ', ' reading yes ']	0.8302416846811964	0.6139181099982816	0.7058781275854505
Nah, I don't mind violence in movies. Speaking of violence, did you see the news about the recent terrorist attack? It's so sad.	[' world news no ', ' terrorist attack no ']	[' news yes ', ' terrorist attack yes ']	0.7962397155569059	0.7962397155569059	0.7962397155569059
I mostly just watch YouTube or play video games.	[' video games yes ']	[' free time no ', ' YouTube no ']	0.4684068265216056	0.39789165398896803	0.4302793347497519
No, I'm not really an outdoorsy person.	[' outdoors no ']	[' hiking no ']	0.5931872282437979	0.5931872282437979	0.5931872282437979
No, I don't.	[' music no ', ' instruments no ']	[' music yes ', ' classical music no ']	0.7077870874341976	0.817294578219381	0.758609275977036
Not really, I'm not good at it.	[' cooking no ']	[' cooking no ']	0.9999999960595128	0.9999999960595128	0.9999999960595128
No, I don't really like animals.	[' pets no ']	[' pets no ']	0.999999977518144	0.999999977518144	0.999999977518144
Eh, it was alright.	[' weekend no ']	[' conversation yes ']	0.26730366562370844	0.26730366562370844	0.26730366562370844
Not really, I watch movies from time to time, but I don't have a favorite.	[' movies no ']	[' movies no ']	0.999999987089599	0.999999987089599	0.999999987089599
Ah, I'm not really a big fan of first-person shooters. Speaking of which, did you hear about the recent mass shooting?	[' violence no ']	[' news yes ', ' mass shooting no ']	0.5085438061710779	0.3856384270313494	0.4386444422765736
Likewise. Talk to you later.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996	0.9999999944726996	0.9999999944726996
Yeah, I went there for my honeymoon. It was so romantic.	[' travel yes ', ' Europe yes ']	[' travel yes ', ' hotel yes ', ' Hawaii yes ']	0.8473832616667414	0.767478295439766	0.8054538896987149
Oh, I'm not a big fan of French food.	[' food yes ', ' restaurant cuisine no ']	[' food yes ', ' cuisine no ', ' French food no ']	0.9574978698470656	0.8620456939011366	0.9072680996115989
No, I haven't had much time to read recently.	[' book no ']	[' book no ']	0.9999999892923398	0.9999999892923398	0.9999999892923398
Yeah, it's definitely not for everyone. Speaking of food, have you ever tried Ethiopian cuisine?	[' food yes ', ' international cuisine yes ', ' Ethiopian unknown ']	[' food yes ', ' Ethiopian cuisine yes ']	0.7277558764796708	0.9359643414556686	0.8188318472382249
Mostly by listening to music and taking breaks throughout the day.	[' music yes ', ' coping mechanisms yes ']	[' music yes ']	0.6692251490430201	0.9999999818472232	0.8018392780101619
Yeah, it's definitely my favorite genre.	[' music yes ', ' music type yes ']	[' movie yes ', ' movie genre yes ', ' romantic comedies yes ']	0.6531711113125029	0.6099877396231191	0.6308412746053592
Definitely. Enchiladas all the way. What about you?	[' food yes ', ' dish yes ']	[' food yes ', ' cuisine yes ', ' Mexican dish yes ']	0.8899878832450316	0.8243080124774216	0.855889750418529
Yeah, I try to avoid politics.	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
It's pretty expensive, but definitely worth it.	[' food yes ', ' restaurant pricing yes ', ' sushi restaurant yes ']	[' food yes ', ' restaurant yes ']	0.8870338804138398	0.9435286865109888	0.9144095123540068
Not really, I mostly listen to whatever is on the radio.	[' music no ', ' favorite bands no ']	[' music no ']	0.8249030597320497	0.9999999965634914	0.9040513730869341
I started watching a new show, but it was terrible, so I stopped.	[' movie no ', ' TV show no ']	[' TV no ']	0.7724718716357082	0.9133033138156204	0.8370049889011324
Mostly just browsing social media and chatting with friends.	[' free time yes ', ' social media yes ']	[' social media yes ']	0.7216626891134086	0.999999986890842	0.8383322583584156
Honestly, I don't really want to talk about it. I find it pretty frustrating and overwhelming.	[' politics no ']	[' news no ']	0.553884788770024	0.553884788770024	0.553884788770024
It was alright, nothing special.	[' work yes ']	[' weekend yes ', ' boring no ']	0.5718483470580402	0.49424430809579234	0.530221813762784
Yes, I actually just finished "The Alchemist" by Paulo Coelho. It was really inspiring.	[' books yes ', ' book title yes ', ' The Alchemist yes ']	[' books yes ', ' book title yes ', ' The Alchemist yes ']	0.9999999832941694	0.9999999832941694	0.9999999832941694
Yeah, sometimes. Mostly just stuff on the radio.	[' music no ']	[' music yes ', ' music genre yes ']	0.755824990135444	0.7156529743235203	0.7351906251037311
No, I'm not really into trying new places to eat.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Yes, I enjoy listening to music sometimes.	[' music yes ']	[' music yes ']	0.9999999818472232	0.9999999818472232	0.9999999818472232
Not really, sorry. I'm not very interesting.	[' other interests no ']	[' interests no ']	0.937133951204384	0.937133951204384	0.937133951204384
Actually, I'm not into watching movies lately. I just don't have the patience or time for them.	[' movie yes ', ' recent movies no ']	[' movies no ']	0.7835529307312425	0.8872722878800722	0.8321933303147921
Yes, I did. It was hilarious.	[' movie yes ', ' comedy yes ', ' The Hangover yes ']	[' movie yes ', ' comedy movie yes ']	0.7867598346062525	0.9607412711453375	0.865089745692161
I'm not really much of a reader, to be honest.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
It was okay. I spent most of it cleaning my apartment.	[' weekend yes ', ' cleaning no ']	[' weekend no ']	0.6126160608795725	0.7279741873313367	0.6653318262759272
I have some direct reports, but mostly I work independently.	[' work yes ', ' management no ']	[' work yes ', ' job yes ', ' independent work yes ']	0.6239024068796353	0.8532111358261476	0.7207577018667556
Not really. I find sports boring.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really. I get pretty bored with them quickly.	[' game no ']	[' hobbies no ', ' video games no ']	0.7707359704768108	0.6094056867075296	0.6806415572106455
I go to the gym and do some strength training.	[' exercise yes ', ' gym yes ', ' strength training unknown ']	[' fitness yes ', ' exercise yes ', ' gym yes ']	0.8002124071980736	0.885853906041511	0.8408581335300841
Yeah, I went there last week. The burger was good, but the service was terrible.	[' food yes ', ' burger joint yes ']	[' food yes ', ' restaurant quality yes ']	0.7897117615343529	0.8170545636835649	0.8031505124663596
I'm not really into video games anymore.	[' games no ', ' video games no ']	[' entertainment yes ', ' video games no ']	0.9361511532751603	0.7108587807919096	0.8080962399672097
Yeah, I heard about it, but I'm not really interested in trying it out right now.	[' food no ', ' new restaurant no ']	[' food yes ', ' restaurant no ']	0.8436773023390031	0.8436773023390031	0.8436773023390031
Mostly just hang out with friends.	[' fun yes ', ' hanging out with friends yes ']	[' hanging out yes ']	0.7176790197878665	0.8899631354531148	0.7945896026887739
You should watch it, the special effects are still pretty impressive.	[' movie yes ', ' special effects yes ']	[' movie yes ', ' movie quality yes ']	0.7361645736115349	0.9182636633546843	0.8171925056550758
Really? I'm not a big fan of country.	[' music no ', ' country music no ']	[' music yes ', ' music genre yes ', ' country no ']	0.7767892412546489	0.7430198136736315	0.7595293572296123
No, I haven't.	[' food yes ', ' Italian restaurant no ']	[' movie yes ', ' Black Panther no ']	0.44559214718201073	0.4363506978701975	0.4409230042040655
Not really, I find them pretty boring.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
It was alright. Honestly, it was pretty boring.	[' travel yes ', ' vacation experience no ']	[' weekend no ']	0.451746498726882	0.5525124087882748	0.49707409972759803
Not really, I prefer to stay at home.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Actually, I'm not really interested in Europe. I prefer to travel to Asia.	[' travel yes ', ' continent unknown ', ' Europe no ']	[' travel yes ', ' travel destination yes ', ' Asia yes ']	0.6065219440662112	0.8037698757721108	0.6913520461191441
No problem, have a good one!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Those both sound fun. I haven't done much hiking but I do like exploring different areas of the city.	[' weekend plans yes ', ' hiking no ']	[' hiking yes ', ' exploring different areas of the city yes ']	0.6326132528299218	0.6326132528299218	0.6326132528299218
You too.	[' farewell yes ']	[' conversation yes ']	0.4812383924071214	0.4812383924071214	0.4812383924071214
No, can't say that I have.	[' travel no ']	[' food yes ', ' sushi no ']	0.4657680400111541	0.38031193957879433	0.41872435458478713
I am an accountant.	[' career no ', ' accounting no ']	[' work no ', ' accountant no ']	0.6160637850977879	0.6160637850977879	0.6160637850977879
Sounds interesting. What's your favorite coffee?	[' coffee yes ', ' favorite coffee unknown ']	[' food yes ', ' coffee yes ']	0.8020015307971311	0.8291709128247993	0.8153599504186757
Probably sushi or Chinese food.	[' food yes ', ' cuisine yes ', ' sushi yes ']	[' food yes ', ' cuisine yes ', ' sushi yes ']	0.9999999914202017	0.9999999914202017	0.9999999914202017
Yeah, I can see how it might not be for everyone.	[' sports yes ', ' baseball no ']	[' books yes ', ' book genre no ']	0.47304330215783513	0.47304330215783513	0.47304330215783513
It's alright. Not my favorite show, but it's one of the popular ones.	[' entertainment yes ', ' TV show quality no ', ' The Office yes ']	[' TV shows yes ', ' TV shows quality no ']	0.6630268969454428	0.8615403967213149	0.7493594519628181
No, not really. I prefer to avoid talking about politics.	[' politics unknown ']	[' politics no ']	0.6961883618497523	0.6961883618497523	0.6961883618497523
Usually just self-help books.	[' hobbies yes ', ' books unknown ']	[' reading no ']	0.3329158652859316	0.35674083040091675	0.34441681775441013
You can try booking a window seat or taking deep breaths. It may help you feel more comfortable during the flight.	[' fear_of_flying no ']	[' travel yes ', ' tips yes ']	0.3041973843614283	0.2610460764365357	0.28097462122853695
Really? What did you do there?	[' travel yes ', ' Miami yes ']	[' travel yes ', ' activity yes ']	0.7279938985612423	0.741106862162483	0.7344918582308405
Fair enough. How about that new restaurant that just opened up downtown? Want to grab dinner there sometime?	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant yes ']	0.999999995302939	0.999999995302939	0.999999995302939
That’s cool. I’m a vegetarian, so I’m always looking for new veggie options around here.	[' food yes ', ' vegetarianism yes ']	[' food yes ', ' vegetarian food yes ']	0.8555632453380291	0.9284440275544024	0.8905149630262194
Yes, I love video games.	[' games yes ', ' video games yes ']	[' video game yes ']	0.8462977858526943	0.9265374101905655	0.8846017503533716
I don't really have a preference for any particular genre.	[' music no ']	[' music yes ', ' music genre no ']	0.842818428808329	0.7993217094718865	0.8204940024120224
Sorry, I'm not really into yoga either.	[' health yes ', ' yoga no ']	[' yoga no ']	0.6875850344388752	0.9999999815239021	0.8148745280755121
It was good, I went camping with some friends.	[' weekend yes ', ' camping yes ']	[' weekend yes ', ' camping yes ']	0.9999999955391338	0.9999999955391338	0.9999999955391338
Not really, I haven't had much time to watch movies lately.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Not really. I'm not much of a cook, so they don't really interest me.	[' TV shows yes ', ' cooking shows no ']	[' cooking no ']	0.587869901204618	0.8855612954023706	0.7066428787956286
Hmm, well I can't handle it. Let's talk about something else.	[' food preference no ']	[' food yes ', ' spicy food no ']	0.6948231284383859	0.6797085140296786	0.6871827196299419
Not really. I haven't been to the movies in a while.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
Not really, I don't have much time for movies these days.	[' movie yes ', ' recent movies no ']	[' movies yes ', ' recent movies no ']	0.9457624070651389	0.9457624070651389	0.9457624070651389
Not really. It's just frustrating.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
I love watching movies! Do you have any recommendations?	[' movies yes ', ' movie recommendation yes ']	[' movies yes ', ' recommendation yes ']	0.9248687920615576	0.9248687920615576	0.9248687920615576
Yeah, I really enjoyed Stranger Things.	[' TV show yes ', ' Stranger Things yes ']	[' TV show yes ', ' Stranger Things yes ']	0.9999999895728905	0.9999999895728905	0.9999999895728905
I mostly listen to classical music.	[' music yes ', ' music genre yes ', ' classical music yes ']	[' music yes ', ' classical music yes ']	0.9530023261460271	0.9999999832220984	0.975935671540483
Not really, I'm not much of a cook to be honest.	[' food no ']	[' food no ', ' cooking no ']	0.9999999776546105	0.8508826465094865	0.9194344540140263
No, I haven't really traveled much in the past year.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Sounds good. But before that, can we grab a coffee somewhere? I'm feeling sleepy.	[' drink yes ', ' coffee yes ']	[' food no ', ' coffee yes ']	0.8415176687634351	0.7203504887947959	0.7762341028462862
Yeah, I went to Japan last year.	[' travel yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.9999999841167271	0.9999999841167271	0.9999999841167271
Actually, I just saw a really good one.	[' movie yes ']	[' movie yes ']	0.9999999906055063	0.9999999906055063	0.9999999906055063
Actually, I haven't been to the movies in ages.	[' movie yes ', ' movie theater no ']	[' movies no ']	0.7289948161836043	0.7781560587847955	0.7527736505449382
Yeah, I understand that. Have you seen any good movies lately?	[' movie yes ']	[' movie yes ', ' recent movies unknown ']	0.9999999906055063	0.7547770537362053	0.8602540694035631
Yeah, I love watching cooking shows!	[' TV show yes ', ' cooking show yes ']	[' TV shows yes ', ' cooking shows yes ']	0.9442811556160314	0.9442811556160314	0.9442811556160314
Nope, I prefer silence.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
No, I don't really like horror movies.	[' movies yes ', ' horror movies no ']	[' movie yes ', ' genre yes ', ' horror no ']	0.8786402369181674	0.8135177861490197	0.8448258975996794
Sorry, next weekend doesn't work.	[' calendar no ', ' weekend plan no ']	[' weekend plans no ']	0.7371362661815595	0.9196936264785637	0.8183574292770882
Not really, I'm not much of a movie buff.	[' movies no ', ' favorite directors no ']	[' movie no ']	0.665885964172451	0.8874147804621596	0.7608533617846593
Really? Why is that?	[' fear_of_flying no ']	[' book yes ', ' book character unknown ']	0.2530030399870542	0.20914380303525082	0.2289922294668507
You too.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996	0.9999999944726996	0.9999999944726996
Not really. I haven't had much time for reading lately.	[' books no ']	[' book no ']	0.8583480947508343	0.8583480947508343	0.8583480947508343
No, not really.	[' hobbies no ', ' video games no ']	[' music yes ', ' music genre no ']	0.45098194811736236	0.4279362325118589	0.4391569546781686
Yeah, I have. I really like them, actually. You?	[' food yes ', ' shop yes ']	[' movie yes ', ' movie genre yes ', ' action movies yes ']	0.5308955932534298	0.48688313485860685	0.5079377345709193
No, I haven't. What's the place called?	[' restaurant yes ', ' name yes ']	[' restaurant yes ']	0.7510914644022797	0.9999999950535817	0.8578552041141965
Yeah, I love reading books. I especially love mystery novels.	[' books yes ', ' genre yes ', ' mystery yes ']	[' books yes ', ' book genre yes ', ' mystery novels yes ']	0.8940531748796334	0.8940531748796334	0.8940531748796334
Not really, I don't think anyone has a favorite type of vegetable. They're all kind of boring.	[' food yes ', ' vegetables no ']	[' food yes ', ' vegetables no ']	0.9999999938036386	0.9999999938036386	0.9999999938036386
I have, but to be honest, I'm not too interested in politics.	[' news no ', ' politics no ']	[' politics no ']	0.7769423912971438	0.9999999938242636	0.87447110610271
I enjoy taking walks and spending time outdoors. It's relaxing and good for my health.	[' free time activities yes ', ' outdoor activities yes ']	[' hobbies yes ', ' outdoor activities yes ']	0.8553472129539648	0.7775578530347876	0.8145996437350208
Thanks, me too. Alright, I gotta go now. Talk to you later.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
Not really. Cooking always ends up in a disaster for me.	[' food no ']	[' cooking no ']	0.7017653153643626	0.7017653153643626	0.7017653153643626
Not really, I mostly just watch whatever's on.	[' TV show no ']	[' hobbies yes ', ' entertainment no ']	0.5714527110277464	0.45326133068863145	0.5055408741978645
Honestly, I'm not picky. I'll watch whatever's on.	[' TV shows no ', ' TV preferences no ']	[' TV shows no ']	0.8721626895269747	0.9999999937532956	0.9317167699878418
Yeah, I love movies. What's your favorite genre?	[' entertainment yes ', ' genre unknown ']	[' movie yes ', ' movie genre yes ']	0.6457858282008686	0.6457858282008686	0.6457858282008686
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I didn't.	[' news no ', ' finance no ']	[' food yes ', ' restaurant unknown ']	0.2935313786454774	0.24258908645947352	0.26563995828384057
Actually, no, I've been single for a while.	[' dating no ']	[' romance no ', ' single status no ']	0.6144044793938436	0.5494365637783014	0.5801072026263269
Not really, I haven't been to the theater in ages.	[' movie yes ', ' theater no ']	[' movie no ']	0.7434806772964442	0.7785914150044275	0.7606310837611264
Nothing planned, just want to relax and maybe catch up on some reading.	[' hobbies yes ', ' reading yes ']	[' weekend unknown ']	0.1050785043644687	0.14315913858777807	0.12119796167902878
No, I haven't traveled in quite some time.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Not really, I find it kind of boring.	[' sports yes ', ' sport no ', ' tennis no ']	[' books no ']	0.42434457511903795	0.519523800841982	0.4671352746786444
Not really, I am not a big fan of sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Same! I love a good plate of pasta. Do you like cooking at home too?	[' food yes ', ' cooking at home yes ']	[' cooking yes ']	0.767933690979701	0.8454667106452355	0.804837250632091
Ugh, I try to avoid that topic. Taxes bore me to death.	[' news yes ', ' tax regulations no ']	[' taxes no ']	0.546159063925632	0.7864658173791121	0.6446456773473028
Yeah, I suppose that's true. But for me, I'm happy just being a couch potato most days.	[' daily life yes ', ' exercising no ']	[' hobbies no ']	0.4404432118080376	0.4692218659649565	0.4543773103879429
No, I haven't heard about it.	[' food yes ']	[' food yes ', ' restaurant yes ']	0.9999999955522965	0.8297103321332271	0.9069308030768526
Not yet, but I heard it's good.	[' movies yes ', " Leonardo DiCaprio's movie unknown "]	[' food yes ', ' restaurant unknown ', ' The Spice Route unknown ']	0.5769395627859464	0.531932304666595	0.5535225489868437
No, I don't like animals.	[' animals yes ']	[' pets no ']	0.6439439082972785	0.6439439082972785	0.6439439082972785
I guess so. But let's talk about something else. How's your dog doing?	[' pets yes ', ' dog yes ']	[' pets yes ', ' dog yes ']	0.9999999887806291	0.9999999887806291	0.9999999887806291
Not much, just work really.	[' hobbies no ']	[' boring no ']	0.5287105346130683	0.5287105346130683	0.5287105346130683
No, but it's on my bucket list.	[' travel yes ', ' Europe yes ']	[' travel yes ', ' Japan yes ']	0.8724312914016709	0.8724312914016709	0.8724312914016709
Yeah, I just finished watching "Breaking Bad." It was amazing.	[' TV shows yes ', ' Breaking Bad yes ']	[' TV shows yes ', ' Breaking Bad yes ']	0.9999999853409136	0.9999999853409136	0.9999999853409136
Not really. I do not enjoy extremely spicy food.	[' food yes ', ' spicy food no ']	[' food yes ', ' spicy food no ']	0.9999999895649018	0.9999999895649018	0.9999999895649018
No, I haven't. What type of food do they serve?	[' food yes ', ' restaurant unknown ']	[' restaurant yes ', ' food type yes ']	0.7712243237185515	0.7743936857002063	0.7728057552469279
No, I thought it was pretty boring.	[' music yes ', ' Halftime performance no ', ' The Weeknd no ']	[' sports no ', ' NBA no ']	0.45651654278750503	0.5377841940153285	0.4938292247616546
Nah, not really. I usually just go for the same old thing.	[' food no ', ' food preferences no ']	[' food yes ', ' trying new restaurants no ']	0.7118453945466177	0.6941381370859874	0.7028802613215048
No, can't say that I have.	[' travel no ']	[' restaurant yes ', ' Italian restaurant yes ']	0.23402779581140176	0.21018663340773197	0.22146743234747632
No, I don't. I'm not really a pet person, to be honest.	[' pets yes ', ' pet ownership no ']	[' pets no ']	0.77508759435325	0.8292380495140618	0.801248957655125
Maybe.	[' technology yes ', ' wireless charging unknown ']	[' gaming yes ', ' RPG game unknown ']	0.46245284102752593	0.46245284102752593	0.46245284102752593
Yeah, I don't think that would be my thing.	[' hobby no ']	[' movie yes ', ' movie genre yes ', ' romantic comedy no ']	0.4004097172835891	0.3353007598704802	0.36497423003694945
Nothing much, just planning to clean my apartment and do some grocery shopping.	[' weekend yes ', ' chores no ']	[' weekend no ']	0.5829806177546653	0.7279741873313367	0.6474591493061146
Not really. I'm not a big movie person.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Honestly, I'm not sure. I just saw it on a bestseller list and was curious. But enough about that...do you like sports?	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, I don't have much time off right now.	[' vacation no ']	[' travel yes ', ' vacation no ']	0.999999974955226	0.736079114315009	0.8479787590661974
Not really, I've only had it a few times. What do you like to do for fun?	[' hobby yes ']	[' hobbies yes ', ' favorite things yes ']	0.8069849187241017	0.7039993961621502	0.7519825188079438
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Sorry, but I just don't find it that interesting.	[' games no ']	[' TV show no ', ' Stranger Things no ']	0.5917457272650488	0.5438953082426966	0.5668124251748692
Not really, just planning on taking it easy and catching up on some sleep.	[' weekend yes ']	[' weekend no ']	0.7279741873313367	0.7279741873313367	0.7279741873313366
Not really. I don't have much time for reading these days.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
Honestly, I just like to relax and do nothing.	[' free time no ']	[' weekend no ']	0.6328740525461787	0.6328740525461787	0.6328740525461787
Yeah! I love the gymnastics events.	[' sports yes ', ' Olympics yes ', ' gymnastics yes ']	[' sports yes ', ' gymnastics yes ']	0.8638127034554767	0.9999999889292049	0.9269307988102236
Not really, just watched some TV.	[' weekend no ', ' TV no ']	[' weekend no ']	0.7494656823614543	0.9999999968275949	0.8567938072740635
I don't really watch movies much either.	[' movie no ']	[' movies no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
I don't really have a favorite. Like I said, I just play whatever.	[' entertainment no ', ' video games no ']	[' music yes ', ' favorite band no ']	0.4611569665980039	0.47331881359373484	0.4671587491884843
Yeah, there are some great beginner classes online that you can take. I can send you some links if you're interested.	[' exercise yes ', ' yoga yes ']	[' hobbies yes ', ' surfing lessons yes ']	0.5103605062305521	0.5333733700770048	0.5216132375149294
Yeah, it's tough. Did you know that cats have nine lives?	[' cat fact no ']	[' cat yes ', ' cat facts yes ', ' cats have nine lives yes ']	0.7550453357099217	0.6843795007597128	0.7179778155995529
Yeah, I can see how that might not be for everyone. Anyway, I have to go now. Talk to you later.	[' goodbye unknown ']	[' goodbye yes ']	0.7191150082914878	0.7191150082914878	0.7191150082914878
Ugh, don't get me started on sports. I have no interest in them whatsoever.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I like playing video games in my free time. Do you play any video games?	[' video game yes ', ' playing video games yes ']	[' video games yes ']	0.9312998439303739	0.9360622776701825	0.9336749878552227
Not much, just stayed at home and relaxed.	[' weekend unknown ']	[' weekend no ']	0.5931017535673988	0.5931017535673988	0.5931017535673988
I really enjoyed visiting Italy. The food and architecture were amazing.	[' travel yes ', ' travel destination yes ', ' Italy yes ']	[' travel yes ', ' favorite place yes ', ' Italy yes ']	0.9494183135010222	0.8270581054907367	0.8840242440459981
Money's tight these days.	[' finance no ']	[' food yes ', ' restaurant no ']	0.4599136063258781	0.3853793925235613	0.41936045006982675
No, I'm not interested in cooking.	[' food no ', ' cooking no ']	[' food yes ', ' cooking no ']	0.8842773078243151	0.8842773078243151	0.884277307824315
Yeah, learning an instrument can be time-consuming, but it's really rewarding. Well, I have to go now. Nice talking to you!	[' boring no ', ' goodbye yes ']	[' goodbye yes ']	0.6887976184278785	0.9999999948937661	0.8157254717525821
Oh, really? That's pretty cool.	[' ocean unknown ']	[' space yes ']	0.19486269870397677	0.19486269870397677	0.19486269870397677
I like action games, RPGs, and sometimes sports games.	[' video games yes ', ' genre yes ']	[' entertainment yes ', ' game genre yes ', ' RPGs yes ']	0.7714326882036057	0.7289727920267882	0.7496019549250931
Not really, I thought it was too long and too predictable.	[' movie yes ', ' Star Wars review no ']	[' TV shows yes ', ' TV show quality no ']	0.4969579794797897	0.4984251852711379	0.4976905010366837
Yes, I went to France last summer.	[' travel yes ', ' France yes ']	[' travel yes ', ' France yes ']	0.9999999865109152	0.9999999865109152	0.9999999865109152
Oh god, don't even get me started on that. I'm trying to ignore it altogether.	[' Bitcoin no ']	[' politics no ', ' current events no ']	0.6817116415782878	0.656410669074911	0.6688219622406907
Unfortunately, no. I don't enjoy camping very much.	[' camping no ']	[' travel yes ', ' camping no ']	0.9999999830790673	0.6828681936140337	0.8115527900719218
I'm not really into music that much either.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
Not really. I'm kind of overwhelmed right now.	[' career no ', ' job planning no ', ' job planning no ']	[' work no ']	0.6665436369829054	0.7082899300823663	0.686782978456409
No, I haven't. But I have heard great things about the food there.	[' travel yes ', ' food yes ', ' Mexico unknown ']	[' travel yes ', ' food yes ', ' Japan yes ']	0.8122915882659788	0.8208681044505548	0.8165573266285086
No, I haven't had the chance to take a trip in a while.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
I'm not a big fan of Italian food, but what else is good?	[' restaurant yes ', ' type of cuisine no ']	[' food yes ', ' restaurant yes ', ' cuisine yes ', ' Italian food yes ']	0.8904289124847975	0.7553965259040636	0.8173733269234197
Mostly Mediterranean food. Like hummus, shakshuka, and stuffed grape leaves.	[' cooking yes ', ' Mediterranean cuisine yes ']	[' food yes ', ' cuisine yes ', ' Mediterranean yes ']	0.8024128781630933	0.8072099001226044	0.8048042410644325
For sure. Anyway, I need to go get some work done. See you later.	[' Work no ']	[' goodbye yes ']	0.2811215745454514	0.2811215745454514	0.2811215745454514
