targets	response	precision	recall	f1
Honestly, not really. I have a presentation to work on.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Yeah, I'm really into football. But it's okay, we can talk about something else. Are you interested in politics?	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
Not really, with the pandemic and everything, I'm not sure what I'll be able to do.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
I saw this really cool sci-fi movie called "Arrival" recently.	[' movie yes ', ' movie title yes ']	[' movie yes ', ' movie title yes ', ' Arrival yes ']	0.9999999858999719	0.826201309307565	0.9048304804363972
No, I haven’t. But I’m not really interested in going there.	[' travel no ', ' London no ']	[' travel no ', ' Japan no ']	0.7968869775740957	0.7968869775740957	0.7968869775740957
No, not really. I just like watching anything that's entertaining.	[' entertainment yes ', ' preferred entertainment unknown ']	[' entertainment yes ', ' movie yes ']	0.7781864636378251	0.8187957220593085	0.7979747715381876
Not really. The only sport I somewhat follow is basketball.	[' sports yes ', ' basketball yes ']	[' sports no ', ' basketball yes ']	0.8828051304556309	0.8828051304556309	0.8828051304556309
No, I haven't traveled anywhere for a while now.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Not much, just working and watching TV.	[' work no ']	[' TV no ']	0.5267912543706997	0.5267912543706997	0.5267912543706997
Actually, I'm trying to cut back on alcohol. But thank you anyway.	[' drinks no ']	[' drinking no ']	0.7477748656279034	0.7477748656279034	0.7477748656279034
I read mostly non-fiction, like self-help and business books.	[' books no ']	[' books yes ', ' genre yes ', ' non-fiction yes ']	0.7622798093393193	0.4781305499655167	0.5876591754220397
Sorry, I haven't. I don't really have time for TV shows these days. Speaking of time, I have to go.	[' time yes ']	[' TV show no ']	0.3964134711944919	0.3964134711944919	0.3964134711944919
I took away the importance of following my dreams and listening to my heart.	[' books yes ', ' life lessons yes ']	[' life yes ', ' dreams yes ']	0.6787075684734426	0.6693706193919109	0.6740067595254681
Not really. I'm not much of a sports person.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Nope, no pets. Not really an animal person.	[' daily life no ', ' pets no ']	[' pets no ']	0.7472099392902599	0.999999977518144	0.8553178588369145
I don't have a favorite artist, but I like the work of Daft Punk.	[' music yes ', ' favorite artist yes ', ' Daft Punk yes ']	[' music yes ', ' favorite artist yes ', ' Daft Punk yes ']	0.9999999853889433	0.9999999853889433	0.9999999853889433
Definitely! I love exploring new cultures and trying new foods.	[' travel yes ']	[' travel yes ']	0.9999999753587387	0.9999999753587387	0.9999999753587387
No, I haven't.	[' caf\\u00e9 unknown ', ' new caf\\u00e9 unknown ']	[' TV show no ']	0.17465268514477122	0.18460943264359952	0.17949308606620437
There's a trail nearby that I usually go to. It's nothing too exciting, but it gets the job done.	[' hiking yes ', ' hiking location no ']	[' outdoor activities yes ', ' hiking yes ']	0.8447904680413898	0.7428771122468987	0.7905628497350038
No, not really.	[' movie no ']	[' TV shows no ']	0.5770193829842102	0.5770193829842102	0.5770193829842102
No, I don't really like sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really. I like music, but I usually just listen to whatever's on the radio.	[' events yes ', ' music preferences no ']	[' music no ']	0.5577120076830024	0.7869979946963825	0.6528072683150664
Not really, sorry.	[' books no ']	[' TV shows no ']	0.47372414973035326	0.47372414973035326	0.47372414973035326
Not really, I just eat whatever is convenient.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Action movies are my favourite.	[' entertainment yes ', ' movie genre yes ', ' action yes ']	[' movie yes ']	0.6924323934882319	0.8614883008421584	0.7677642859004423
Sorry, I have a lot of work to do, gotta stay in.	[' drinks no ']	[' weekend no ']	0.5029253235969784	0.5029253235969784	0.5029253235969784
Well, I mostly watch documentaries and historical dramas.	[' Netflix yes ', ' TV shows yes ', ' documentaries yes ']	[' TV shows yes ', ' genre yes ']	0.7514482578195455	0.7818200363098649	0.7663333370459378
Yeah, I love reading. I just finished reading "The Alchemist." Have you read it before?	[' books yes ', ' The Alchemist yes ']	[' books yes ', ' book title yes ', ' The Alchemist yes ']	0.9999999818889007	0.9015763010231516	0.9482409859613415
It's true. But I do enjoy playing chess.	[' hobbies yes ', ' chess yes ']	[' hobby yes ', ' chess yes ']	0.9034924495569281	0.9034924495569281	0.9034924495569282
Yeah, no problem. Talk to you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No worries, that's understandable. Well, it was nice chatting with you, but I should get going. Have a good day!	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Yeah, I love reading and writing.	[' hobbies yes ', ' reading and writing yes ']	[' hobby yes ', ' reading and writing yes ']	0.9034924519411005	0.9034924519411005	0.9034924519411005
Not really. Just catching up on sleep and doing some errands.	[' daily life yes ']	[' weekend no ']	0.29320766349093064	0.29320766349093064	0.29320766349093064
Mostly true crime podcasts.	[' podcast yes ', ' true crime yes ']	[' podcast yes ', ' true crime yes ']	0.9999999821792871	0.9999999821792871	0.9999999821792871
No, I haven't. But I don't really like spicy things.	[' food no ']	[' food yes ', ' spicy no ']	0.7685546195891173	0.6646484770431661	0.7128349898694887
Oh, cool. I'm actually a vegetarian.	[' food yes ', ' vegetarianism no ']	[' food yes ', ' vegetarianism yes ']	0.9323233385614111	0.9323233385614111	0.9323233385614111
I'm good, thank you.	[' greeting yes ']	[' greeting yes ']	0.999999982467886	0.999999982467886	0.999999982467886
Sorry, I don't care about trendy diets. I eat what I want.	[' diet no ']	[' diet no ']	0.9999999957337855	0.9999999957337855	0.9999999957337855
No, not really.	[' TV show no ']	[' TV shows no ']	0.9479853235010943	0.9479853235010943	0.9479853235010944
Sounds interesting! How's their sashimi?	[' food yes ', ' sashimi yes ']	[' food yes ', ' sashimi yes ']	0.9999999966393343	0.9999999966393343	0.9999999966393343
Not really, they're pretty dull.	[' board games no ']	[' TV shows no ', ' documentaries no ']	0.4371944478361911	0.42972726748687373	0.43342869859723415
No, I haven't.	[' food unknown ', ' restaurant unknown ']	[' TV show no ']	0.19379537893519883	0.20880062729794546	0.20101837108478132
No, I just stayed home and binge-watched a TV show.	[' TV show unknown ']	[' TV show yes ']	0.7805639110465873	0.7805639110465873	0.7805639110465873
Well, there's this new indie game called Hades that I've been hearing awesome things about. Have you played it?	[' video games yes ', ' Hades unknown ']	[' video games yes ', ' Hades unknown ']	0.9999999897049235	0.9999999897049235	0.9999999897049235
I'm a big fan of the LA Lakers.	[' sports yes ', ' basketball team yes ', ' LA Lakers yes ']	[' sports yes ', ' favorite team yes ', ' LA Lakers yes ']	0.883010799747816	0.879116258322162	0.8810592253008039
Not really, to be honest. I don't know much about it.	[' hobby yes ', ' photography no ']	[' technology yes ', ' smartphone no ']	0.45289525780260165	0.45289525780260165	0.45289525780260165
Mostly just hanging out at home or going for a walk.	[' hobby no ', ' activity no ', '  "staying at home"  "going for a walk"   no ']	[' weekend no ', ' hanging out at home no ']	0.552554244558689	0.6700846818227324	0.6056704512929953
No, not yet. I've heard mixed reviews about it.	[' food yes ', ' Mexican food yes ', ' downtown Mexican place no ']	[' TV show yes ', ' Black Mirror no ']	0.44207253051356526	0.42929265736515687	0.4355888759667123
Definitely the food. Have you tried any Japanese cuisine before?	[' food yes ', ' Japanese cuisine yes ']	[' food yes ', ' Japanese cuisine yes ']	0.9999999874079215	0.9999999874079215	0.9999999874079215
Same here. Hey, what do you think about politics?	[' politics yes ']	[' politics no ']	0.8070369007384736	0.8070369007384736	0.8070369007384736
Not much, just stayed in and binge-watched a TV show.	[' weekend yes ', ' TV shows yes ']	[' TV show yes ']	0.7202212211600127	0.9496705393194724	0.819182286799194
Oh, how about Chernobyl? It's not really a TV show, but it's a great one.	[' TV show yes ', ' show recommendation yes ', ' Chernobyl unknown ']	[' TV show yes ', ' Chernobyl no ']	0.6134802759675689	0.6387855471445416	0.6258772323154654
Honestly, I'm not a huge fan of classical music.	[' music no ', ' genre no ', ' Classical music no ']	[' music no ', ' genre no ', ' classical music no ']	0.9999999908473088	0.9999999908473088	0.9999999908473088
Mostly Italian.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' food yes ', ' Italian food yes ']	0.8446747551129575	0.9434993252045198	0.891356239013235
Actually, I haven't read that one. But I've seen the movie.	[' movies yes ', ' The Shining Movie yes ']	[' movie yes ', ' book no ']	0.8449340159449059	0.6221151824329734	0.7166034786762415
It's going alright, I guess. I've been struggling to come up with new ideas though.	[' work no ', ' struggling no ']	[' work yes ']	0.4870102343390541	0.6771393382669634	0.5665488276929361
No, I decided to skip it.	[' exercise no ']	[' movie no ']	0.49147655702588333	0.49147655702588333	0.49147655702588333
I usually spend my weekends at home catching up on my reading.	[' weekends yes ']	[' weekend yes ', ' reading yes ']	0.7430954638217891	0.6234854119104982	0.6780560003102414
Nothing much, just planning to catch up on some reading.	[' weekend plans yes ']	[' weekend no ']	0.6556064009616972	0.6556064009616972	0.6556064009616972
Nah, I don't mind violence in movies. Speaking of violence, did you see the news about the recent terrorist attack? It's so sad.	[' world news no ', ' terrorist attack no ']	[' news no ', ' terrorist attack no ']	0.9300691225386362	0.9300691225386362	0.9300691225386362
I mostly just watch YouTube or play video games.	[' video games yes ']	[' video games yes ']	0.999999982349641	0.999999982349641	0.999999982349641
No, I'm not really an outdoorsy person.	[' outdoors no ']	[' outdoors no ']	0.9999999810594342	0.9999999810594342	0.9999999810594342
No, I don't.	[' music no ', ' instruments no ']	[' TV show no ']	0.45233072329001867	0.5501042190869598	0.49644925328414996
Not really, I'm not good at it.	[' cooking no ']	[' cooking no ']	0.9999999960595128	0.9999999960595128	0.9999999960595128
No, I don't really like animals.	[' pets no ']	[' pets no ']	0.999999977518144	0.999999977518144	0.999999977518144
Eh, it was alright.	[' weekend no ']	[' weekend no ']	0.9999999968275949	0.9999999968275949	0.9999999968275949
Not really, I watch movies from time to time, but I don't have a favorite.	[' movies no ']	[' movies no ']	0.999999987089599	0.999999987089599	0.999999987089599
Ah, I'm not really a big fan of first-person shooters. Speaking of which, did you hear about the recent mass shooting?	[' violence no ']	[' news no ', ' mass shooting no ']	0.5085438061710779	0.48870770407986364	0.49842847743667884
Likewise. Talk to you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Yeah, I went there for my honeymoon. It was so romantic.	[' travel yes ', ' Europe yes ']	[' travel yes ', ' Europe yes ']	0.999999983534381	0.999999983534381	0.999999983534381
Oh, I'm not a big fan of French food.	[' food yes ', ' restaurant cuisine no ']	[' food no ', ' cuisine no ', ' French no ']	0.8417751818654761	0.667201999866189	0.7443904276058743
No, I haven't had much time to read recently.	[' book no ']	[' books no ']	0.8583480947508343	0.8583480947508343	0.8583480947508343
Yeah, it's definitely not for everyone. Speaking of food, have you ever tried Ethiopian cuisine?	[' food yes ', ' international cuisine yes ', ' Ethiopian unknown ']	[' food yes ', ' Ethiopian cuisine yes ']	0.7277558764796708	0.9359643414556686	0.8188318472382249
Mostly by listening to music and taking breaks throughout the day.	[' music yes ', ' coping mechanisms yes ']	[' music yes ']	0.6692251490430201	0.9999999818472232	0.8018392780101619
Yeah, it's definitely my favorite genre.	[' music yes ', ' music type yes ']	[' music yes ', ' music genre yes ', ' jazz yes ']	0.9437993508667324	0.8874757029436422	0.9147713672016617
Definitely. Enchiladas all the way. What about you?	[' food yes ', ' dish yes ']	[' food yes ', ' dish yes ', ' enchiladas yes ']	0.9999999968838161	0.8971755357124908	0.9458012898668703
Yeah, I try to avoid politics.	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
It's pretty expensive, but definitely worth it.	[' food yes ', ' restaurant pricing yes ', ' sushi restaurant yes ']	[' food yes ', ' restaurant yes ']	0.8870338804138398	0.9435286865109888	0.9144095123540068
Not really, I mostly listen to whatever is on the radio.	[' music no ', ' favorite bands no ']	[' music no ']	0.8249030597320497	0.9999999965634914	0.9040513730869341
I started watching a new show, but it was terrible, so I stopped.	[' movie no ', ' TV show no ']	[' TV show no ']	0.7958811669846868	0.9999999976587015	0.886340567282837
Mostly just browsing social media and chatting with friends.	[' free time yes ', ' social media yes ']	[' free time no ']	0.5526412486161143	0.8361808182329604	0.6654675533857647
Honestly, I don't really want to talk about it. I find it pretty frustrating and overwhelming.	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
It was alright, nothing special.	[' work yes ']	[' weekend no ']	0.2770857667313751	0.2770857667313751	0.2770857667313751
Yes, I actually just finished "The Alchemist" by Paulo Coelho. It was really inspiring.	[' books yes ', ' book title yes ', ' The Alchemist yes ']	[' books yes ', ' book title yes ', ' The Alchemist yes ']	0.9999999832941694	0.9999999832941694	0.9999999832941694
Yeah, sometimes. Mostly just stuff on the radio.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
No, I'm not really into trying new places to eat.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Yes, I enjoy listening to music sometimes.	[' music yes ']	[' music yes ']	0.9999999818472232	0.9999999818472232	0.9999999818472232
Not really, sorry. I'm not very interesting.	[' other interests no ']	[' hobby no ']	0.4570989940563024	0.4570989940563024	0.4570989940563024
Actually, I'm not into watching movies lately. I just don't have the patience or time for them.	[' movie yes ', ' recent movies no ']	[' movie no ']	0.7782849175369557	0.7785914150044275	0.7784381361010835
Yes, I did. It was hilarious.	[' movie yes ', ' comedy yes ', ' The Hangover yes ']	[' movie yes ', ' comedy yes ']	0.8129323091472379	0.9999999829568156	0.8968148439220633
I'm not really much of a reader, to be honest.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
It was okay. I spent most of it cleaning my apartment.	[' weekend yes ', ' cleaning no ']	[' weekend no ']	0.6126160608795725	0.7279741873313367	0.6653318262759272
I have some direct reports, but mostly I work independently.	[' work yes ', ' management no ']	[' work no ']	0.6476011350782442	0.6771393382669634	0.6620409248318418
Not really. I find sports boring.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really. I get pretty bored with them quickly.	[' game no ']	[' TV shows no ']	0.48376282801181836	0.48376282801181836	0.48376282801181836
I go to the gym and do some strength training.	[' exercise yes ', ' gym yes ', ' strength training unknown ']	[' fitness yes ', ' gym yes ']	0.6755445451718184	0.8287808604685123	0.7443580854688706
Yeah, I went there last week. The burger was good, but the service was terrible.	[' food yes ', ' burger joint yes ']	[' food yes ', ' burger place yes ']	0.9182272502228886	0.9182272502228886	0.9182272502228886
I'm not really into video games anymore.	[' games no ', ' video games no ']	[' video games no ']	0.9361511532751603	0.9999999811168708	0.9670227896663213
Yeah, I heard about it, but I'm not really interested in trying it out right now.	[' food no ', ' new restaurant no ']	[' food yes ', ' new restaurant no ']	0.8842773093403742	0.8842773093403742	0.8842773093403743
Mostly just hang out with friends.	[' fun yes ', ' hanging out with friends yes ']	[' hobbies yes ', ' hanging out with friends yes ']	0.8119615613272474	0.8119615613272474	0.8119615613272474
You should watch it, the special effects are still pretty impressive.	[' movie yes ', ' special effects yes ']	[' movie yes ', ' movie review yes ']	0.7375058853857985	0.924135591458257	0.8203399434749595
Really? I'm not a big fan of country.	[' music no ', ' country music no ']	[' music no ', ' genre no ', ' country no ']	0.9454970067324111	0.8243762738340444	0.8807922102556887
No, I haven't.	[' food yes ', ' Italian restaurant no ']	[' TV show no ']	0.38381246291433013	0.4532079583091462	0.4156334977747606
Not really, I find them pretty boring.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
It was alright. Honestly, it was pretty boring.	[' travel yes ', ' vacation experience no ']	[' weekend no ']	0.451746498726882	0.5525124087882748	0.49707409972759803
Not really, I prefer to stay at home.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Actually, I'm not really interested in Europe. I prefer to travel to Asia.	[' travel yes ', ' continent unknown ', ' Europe no ']	[' travel yes ', ' destination yes ', ' Asia yes ']	0.6074332637104316	0.7379634602424718	0.6663663515354595
No problem, have a good one!	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
Those both sound fun. I haven't done much hiking but I do like exploring different areas of the city.	[' weekend plans yes ', ' hiking no ']	[' hiking yes ', ' exploring different areas of the city yes ']	0.6326132528299218	0.6326132528299218	0.6326132528299218
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, can't say that I have.	[' travel no ']	[' TV show no ']	0.4472480893001016	0.4472480893001016	0.4472480893001016
I am an accountant.	[' career no ', ' accounting no ']	[' work no ', ' accountant no ']	0.6160637850977879	0.6160637850977879	0.6160637850977879
Sounds interesting. What's your favorite coffee?	[' coffee yes ', ' favorite coffee unknown ']	[' coffee yes ']	0.8020015307971311	0.9999999958036392	0.8901230277473845
Probably sushi or Chinese food.	[' food yes ', ' cuisine yes ', ' sushi yes ']	[' food yes ', ' cuisine yes ', ' sushi yes ']	0.9999999914202017	0.9999999914202017	0.9999999914202017
Yeah, I can see how it might not be for everyone.	[' sports yes ', ' baseball no ']	[' TV shows yes ', ' Black Mirror no ']	0.5083648550098283	0.5083648550098283	0.5083648550098283
It's alright. Not my favorite show, but it's one of the popular ones.	[' entertainment yes ', ' TV show quality no ', ' The Office yes ']	[' TV show yes ', ' TV show popularity no ']	0.6169181826801906	0.7967447813264443	0.6953939589147062
No, not really. I prefer to avoid talking about politics.	[' politics unknown ']	[' politics no ']	0.6961883618497523	0.6961883618497523	0.6961883618497523
Usually just self-help books.	[' hobbies yes ', ' books unknown ']	[' books no ']	0.5138770677932627	0.6413283232252456	0.5705719879669067
You can try booking a window seat or taking deep breaths. It may help you feel more comfortable during the flight.	[' fear_of_flying no ']	[' fear_of_flying no ']	0.9999999834046349	0.9999999834046349	0.9999999834046349
Really? What did you do there?	[' travel yes ', ' Miami yes ']	[' travel yes ', ' Europe yes ']	0.838242002478486	0.838242002478486	0.8382420024784861
Fair enough. How about that new restaurant that just opened up downtown? Want to grab dinner there sometime?	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant yes ']	0.999999995302939	0.999999995302939	0.999999995302939
That’s cool. I’m a vegetarian, so I’m always looking for new veggie options around here.	[' food yes ', ' vegetarianism yes ']	[' food yes ', ' vegetarian yes ']	0.8951125860167319	0.8951125860167319	0.8951125860167319
Yes, I love video games.	[' games yes ', ' video games yes ']	[' video games yes ']	0.936412091988455	0.999999982349641	0.9671619877504943
I don't really have a preference for any particular genre.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
Sorry, I'm not really into yoga either.	[' health yes ', ' yoga no ']	[' fitness no ', ' yoga no ']	0.7289631841543522	0.834857500300145	0.7783250186976853
It was good, I went camping with some friends.	[' weekend yes ', ' camping yes ']	[' weekend yes ', ' camping yes ']	0.9999999955391338	0.9999999955391338	0.9999999955391338
Not really, I haven't had much time to watch movies lately.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Not really. I'm not much of a cook, so they don't really interest me.	[' TV shows yes ', ' cooking shows no ']	[' cooking no ']	0.587869901204618	0.8855612954023706	0.7066428787956286
Hmm, well I can't handle it. Let's talk about something else.	[' food preference no ']	[' food yes ', ' spicy food no ']	0.6948231284383859	0.6797085140296786	0.6871827196299419
Not really. I haven't been to the movies in a while.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
Not really, I don't have much time for movies these days.	[' movie yes ', ' recent movies no ']	[' movie no ']	0.7782849175369557	0.7785914150044275	0.7784381361010835
Not really. It's just frustrating.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
I love watching movies! Do you have any recommendations?	[' movies yes ', ' movie recommendation yes ']	[' movies yes ']	0.8560307266028673	0.9999999931439508	0.922431629634503
Yeah, I really enjoyed Stranger Things.	[' TV show yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Stranger Things yes ']	0.974835263288132	0.974835263288132	0.974835263288132
I mostly listen to classical music.	[' music yes ', ' music genre yes ', ' classical music yes ']	[' music yes ', ' genre yes ', ' classical music yes ']	0.9688818011304151	0.9688818011304151	0.9688818011304151
Not really, I'm not much of a cook to be honest.	[' food no ']	[' cooking no ']	0.7017653153643626	0.7017653153643626	0.7017653153643626
No, I haven't really traveled much in the past year.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Sounds good. But before that, can we grab a coffee somewhere? I'm feeling sleepy.	[' drink yes ', ' coffee yes ']	[' coffee yes ', ' drink yes ']	0.9999999903541662	0.9999999903541662	0.9999999903541662
Yeah, I went to Japan last year.	[' travel yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.9999999841167271	0.9999999841167271	0.9999999841167271
Actually, I just saw a really good one.	[' movie yes ']	[' movie yes ', ' recent movies yes ']	0.9999999906055063	0.8888770557595707	0.9411698332822251
Actually, I haven't been to the movies in ages.	[' movie yes ', ' movie theater no ']	[' movie no ']	0.8274116437367022	0.8762318724689768	0.8511222529802009
Yeah, I understand that. Have you seen any good movies lately?	[' movie yes ']	[' movie yes ']	0.9999999906055063	0.9999999906055063	0.9999999906055063
Yeah, I love watching cooking shows!	[' TV show yes ', ' cooking show yes ']	[' TV yes ', ' cooking yes ']	0.9062561635081743	0.9062561635081743	0.9062561635081743
Nope, I prefer silence.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
No, I don't really like horror movies.	[' movies yes ', ' horror movies no ']	[' movie no ', ' movie genre no ', ' horror no ']	0.775714689083518	0.8210955881314104	0.7977602824126547
Sorry, next weekend doesn't work.	[' calendar no ', ' weekend plan no ']	[' weekend no ']	0.7181999180518918	0.8422224162432354	0.7752825078610474
Not really, I'm not much of a movie buff.	[' movies no ', ' favorite directors no ']	[' movie no ']	0.665885964172451	0.8874147804621596	0.7608533617846593
Really? Why is that?	[' fear_of_flying no ']	[' TV show yes ', ' TV character yes ']	0.27757110240009364	0.2664262102572395	0.2718844934293416
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Not really. I haven't had much time for reading lately.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
No, not really.	[' hobbies no ', ' video games no ']	[' TV shows no ']	0.5055773254525506	0.5670298998951956	0.5345432204182622
Yeah, I have. I really like them, actually. You?	[' food yes ', ' shop yes ']	[' TV shows yes ', ' TV character yes ', ' The Office yes ']	0.5313600761623911	0.4904736413285448	0.5100988682423129
No, I haven't. What's the place called?	[' restaurant yes ', ' name yes ']	[' travel yes ', ' place unknown ']	0.47794565050678844	0.3882762568350206	0.42846976410197707
Yeah, I love reading books. I especially love mystery novels.	[' books yes ', ' genre yes ', ' mystery yes ']	[' books yes ', ' book genre yes ', ' mystery yes ']	0.9602558862329648	0.9602558862329648	0.9602558862329648
Not really, I don't think anyone has a favorite type of vegetable. They're all kind of boring.	[' food yes ', ' vegetables no ']	[' food no ', ' vegetables no ']	0.884277305822049	0.884277305822049	0.884277305822049
I have, but to be honest, I'm not too interested in politics.	[' news no ', ' politics no ']	[' politics no ']	0.7769423912971438	0.9999999938242636	0.87447110610271
I enjoy taking walks and spending time outdoors. It's relaxing and good for my health.	[' free time activities yes ', ' outdoor activities yes ']	[' outdoor activities yes ', ' walks yes ']	0.8553472129539648	0.702236253900149	0.7712663050050002
Thanks, me too. Alright, I gotta go now. Talk to you later.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
Not really. Cooking always ends up in a disaster for me.	[' food no ']	[' cooking no ']	0.7017653153643626	0.7017653153643626	0.7017653153643626
Not really, I mostly just watch whatever's on.	[' TV show no ']	[' TV no ']	0.9133033138156204	0.9133033138156204	0.9133033138156204
Honestly, I'm not picky. I'll watch whatever's on.	[' TV shows no ', ' TV preferences no ']	[' TV shows no ']	0.8721626895269747	0.9999999937532956	0.9317167699878418
Yeah, I love movies. What's your favorite genre?	[' entertainment yes ', ' genre unknown ']	[' movies yes ', ' movie genre yes ']	0.6608012579022936	0.6608012579022936	0.6608012579022936
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I didn't.	[' news no ', ' finance no ']	[' TV show no ']	0.47211346648250296	0.54192004166848	0.5046139942554135
Actually, no, I've been single for a while.	[' dating no ']	[' dating no ']	0.999999993257007	0.999999993257007	0.999999993257007
Not really, I haven't been to the theater in ages.	[' movie yes ', ' theater no ']	[' movie no ']	0.7434806772964442	0.7785914150044275	0.7606310837611264
Nothing planned, just want to relax and maybe catch up on some reading.	[' hobbies yes ', ' reading yes ']	[' weekend no ']	0.20862658775194454	0.21145152825718527	0.21002955942733129
No, I haven't traveled in quite some time.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Not really, I find it kind of boring.	[' sports yes ', ' sport no ', ' tennis no ']	[' books no ']	0.42434457511903795	0.519523800841982	0.4671352746786444
Not really, I am not a big fan of sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Same! I love a good plate of pasta. Do you like cooking at home too?	[' food yes ', ' cooking at home yes ']	[' cooking yes ']	0.767933690979701	0.8454667106452355	0.804837250632091
Ugh, I try to avoid that topic. Taxes bore me to death.	[' news yes ', ' tax regulations no ']	[' tax no ']	0.5793643595698721	0.8573970010854876	0.691479153092534
Yeah, I suppose that's true. But for me, I'm happy just being a couch potato most days.	[' daily life yes ', ' exercising no ']	[' hobbies no ']	0.4404432118080376	0.4692218659649565	0.4543773103879429
No, I haven't heard about it.	[' food yes ']	[' food yes ', ' restaurant unknown ']	0.9999999955522965	0.6431086076005201	0.782795006375305
Not yet, but I heard it's good.	[' movies yes ', " Leonardo DiCaprio's movie unknown "]	[' TV show yes ', ' TV show quality no ']	0.47960423346178344	0.5110819041184698	0.4948429892430407
No, I don't like animals.	[' animals yes ']	[' pets no ']	0.6439439082972785	0.6439439082972785	0.6439439082972785
I guess so. But let's talk about something else. How's your dog doing?	[' pets yes ', ' dog yes ']	[' pets yes ', ' dog yes ']	0.9999999887806291	0.9999999887806291	0.9999999887806291
Not much, just work really.	[' hobbies no ']	[' work no ']	0.5381101961530798	0.5381101961530798	0.5381101961530798
No, but it's on my bucket list.	[' travel yes ', ' Europe yes ']	[' travel yes ', ' bucket list yes ']	0.740568320480899	0.7048138071421144	0.7222488329302533
Yeah, I just finished watching "Breaking Bad." It was amazing.	[' TV shows yes ', ' Breaking Bad yes ']	[' TV shows yes ', ' Breaking Bad yes ']	0.9999999853409136	0.9999999853409136	0.9999999853409136
Not really. I do not enjoy extremely spicy food.	[' food yes ', ' spicy food no ']	[' food yes ', ' spicy food no ']	0.9999999895649018	0.9999999895649018	0.9999999895649018
No, I haven't. What type of food do they serve?	[' food yes ', ' restaurant unknown ']	[' food yes ', ' restaurant yes ']	0.8265409701515724	0.8297103321332271	0.8281226187356155
No, I thought it was pretty boring.	[' music yes ', ' Halftime performance no ', ' The Weeknd no ']	[' movie no ']	0.46258462251618543	0.5901173966843531	0.5186258375238536
Nah, not really. I usually just go for the same old thing.	[' food no ', ' food preferences no ']	[' food no ', ' new food no ']	0.8986342930038349	0.9541020023770733	0.9255378442115444
No, can't say that I have.	[' travel no ']	[' TV show no ']	0.4472480893001016	0.4472480893001016	0.4472480893001016
No, I don't. I'm not really a pet person, to be honest.	[' pets yes ', ' pet ownership no ']	[' pets no ']	0.77508759435325	0.8292380495140618	0.801248957655125
